time,original load,load
5764,0.131,0.393
5765,0.218,0.654
5766,0.46,1.38
5767,0.301,0.903
5768,0.297,0.891
5769,0.316,0.948
5770,0.547,1.641
5771,0.304,0.912
5772,0.292,0.876
5773,0.301,0.903
5774,0.421,1.263
5775,0.354,1.062
5776,0.564,1.692
5777,0.432,1.296
5778,0.31,0.93
5779,0.737,2.211
5780,0.78,2.34
5781,0.526,1.578
5782,0.375,1.125
5783,0.175,0.525
5784,0.165,0.495
5785,0.175,0.525
5786,0.166,0.498
5787,0.117,0.351
5788,0.082,0.246
5789,0.093,0.279
5790,0.361,1.083
5791,0.308,0.924
5792,0.294,0.882
5793,0.302,0.906
5794,0.269,0.807
5795,0.216,0.648
5796,0.386,1.158
5797,0.298,0.894
5798,1.176,3.528
5799,0.901,2.703
5800,0.263,0.789
5801,0.382,1.146
5802,0.364,1.092
5803,0.37,1.11
5804,0.32,0.96
5805,0.238,0.714
5806,0.196,0.588
5807,0.199,0.597
5808,0.202,0.606
5809,0.198,0.594
5810,0.17,0.51
5811,0.145,0.435
5812,0.145,0.435
5813,0.206,0.618
5814,0.202,0.606
5815,0.335,1.005
5816,0.249,0.747
5817,0.361,1.083
5818,0.252,0.756
5819,0.388,1.164
5820,0.328,0.984
5821,0.425,1.275
5822,0.339,1.017
5823,0.358,1.074
5824,0.368,1.104
5825,0.593,1.779
5826,0.543,1.629
5827,0.757,2.271
5828,0.572,1.716
5829,0.225,0.675
5830,0.159,0.477
5831,0.16,0.48
5832,0.148,0.444
5833,0.138,0.414
5834,0.144,0.432
5835,0.208,0.624
5836,0.203,0.609
5837,0.311,0.933
5838,0.198,0.594
5839,0.272,0.816
5840,0.346,1.038
5841,0.272,0.816
5842,0.342,1.026
5843,0.388,1.164
5844,0.455,1.365
5845,0.356,1.068
5846,0.382,1.146
5847,0.621,1.863
5848,0.571,1.713
5849,0.388,1.164
5850,0.506,1.518
5851,1.089,3.267
5852,0.477,1.431
5853,0.345,1.035
5854,0.152,0.456
5855,0.11,0.33
5856,0.108,0.324
5857,0.11,0.33
5858,0.108,0.324
5859,0.105,0.315
5860,0.171,0.513
5861,0.243,0.729
5862,0.297,0.891
5863,0.254,0.762
5864,0.233,0.699
5865,0.317,0.951
5866,0.238,0.714
5867,0.309,0.927
5868,0.285,0.855
5869,0.947,2.841
5870,0.248,0.744
5871,0.444,1.332
5872,0.28,0.84
5873,0.344,1.032
5874,0.262,0.786
5875,0.643,1.929
5876,0.709,2.127
5877,0.579,1.737
5878,0.299,0.897
5879,0.204,0.612
5880,0.111,0.333
5881,0.118,0.354
5882,0.106,0.318
5883,0.124,0.372
5884,0.116,0.348
5885,0.125,0.375
5886,0.203,0.609
5887,0.417,1.251
5888,0.969,2.907
5889,1.441,4.323
5890,3.3439999,5.06567756
5891,1.315,3.945
5892,0.555,1.665
5893,0.474,1.422
5894,0.248,0.744
5895,0.382,1.146
5896,0.285,0.855
5897,0.357,1.071
5898,0.591,1.773
5899,0.574,1.722
5900,0.461,1.383
5901,0.373,1.119
5902,0.126,0.378
5903,0.127,0.381
5904,0.112,0.336
5905,0.112,0.336
5906,0.129,0.387
5907,0.111,0.333
5908,0.111,0.333
5909,0.12,0.36
5910,0.362,1.086
5911,0.326,0.978
5912,0.376,1.128
5913,0.291,0.873
5914,0.26,0.78
5915,0.262,0.786
5916,0.279,0.837
5917,0.269,0.807
5918,0.261,0.783
5919,0.594,1.782
5920,0.245,0.735
5921,0.252,0.756
5922,0.477,1.431
5923,0.612,1.836
5924,0.511,1.533
5925,0.469,1.407
5926,0.137,0.411
5927,0.128,0.384
5928,0.126,0.378
5929,0.138,0.414
5930,0.137,0.411
5931,0.136,0.408
5932,0.148,0.444
5933,0.33,0.99
5934,0.213,0.639
5935,0.212,0.636
5936,0.191,0.573
5937,0.175,0.525
5938,0.157,0.471
5939,0.503,1.509
5940,0.425,1.275
5941,0.572,1.716
5942,0.423,1.269
5943,0.297,0.891
5944,0.298,0.894
5945,0.402,1.206
5946,0.442,1.326
5947,0.663,1.989
5948,0.439,1.317
5949,0.383,1.149
5950,0.181,0.543
5951,0.175,0.525
5952,0.128,0.384
5953,0.174,0.522
5954,0.145,0.435
5955,0.148,0.444
5956,0.172,0.516
5957,0.246,0.738
5958,0.272,0.816
5959,0.567,1.701
5960,0.505,1.515
5961,0.284,0.852
5962,0.585,1.755
5963,0.263,0.789
5964,0.298,0.894
5965,0.277,0.831
5966,0.456,1.368
5967,0.293,0.879
5968,1.086,3.258
5969,0.403,1.209
5970,0.403,1.209
5971,0.286,0.858
5972,0.145,0.435
5973,0.147,0.441
5974,0.166,0.498
5975,0.154,0.462
5976,0.136,0.408
5977,0.176,0.528
5978,0.147,0.441
5979,0.368,1.104
5980,0.222,0.666
5981,0.236,0.708
5982,0.306,0.918
5983,0.351,1.053
5984,0.21,0.63
5985,0.149,0.447
5986,0.195,0.585
5987,0.322,0.966
5988,0.24,0.72
5989,0.25,0.75
5990,0.243,0.729
5991,0.308,0.924
5992,1.412,4.236
5993,0.344,1.032
5994,0.376,1.128
5995,0.39,1.17
5996,0.409,1.227
5997,0.159,0.477
5998,0.13,0.39
5999,0.128,0.384
6000,0.124,0.372
6001,0.139,0.417
6002,0.133,0.399
6003,0.225,0.675
6004,0.121,0.363
6005,0.225,0.675
6006,0.387,1.161
6007,0.265,0.795
6008,0.264,0.792
6009,0.322,0.966
6010,0.79,2.37
6011,1.67,5.01
6012,0.394,1.182
6013,0.343,1.029
6014,0.165,0.495
6015,0.177,0.531
6016,0.153,0.459
6017,0.16,0.48
6018,0.171,0.513
6019,0.132,0.396
6020,0.169,0.507
6021,0.292,0.876
6022,0.394,1.182
6023,0.178,0.534
6024,0.162,0.486
6025,0.148,0.444
6026,0.26,0.78
6027,0.297,0.891
6028,0.219,0.657
6029,0.286,0.858
6030,0.157,0.471
6031,0.181,0.543
6032,0.261,0.783
6033,0.396,1.188
6034,0.53,1.59
6035,0.357,1.071
6036,0.49,1.47
6037,0.458,1.374
6038,0.343,1.029
6039,0.462,1.386
6040,0.253,0.759
6041,0.519,1.557
6042,0.391,1.173
6043,0.574,1.722
6044,1.066,3.198
6045,0.544,1.632
6046,0.313,0.939
6047,0.177,0.531
6048,0.175,0.525
6049,0.158,0.474
6050,0.121,0.363
6051,0.136,0.408
6052,0.172,0.516
6053,0.295,0.885
6054,0.144,0.432
6055,0.191,0.573
6056,0.272,0.816
6057,1.435,4.305
6058,1.75,5.082324235
6059,2.121,5.013828995
6060,1.098,3.294
6061,0.475,1.425
6062,0.397,1.191
6063,0.391,1.173
6064,0.414,1.242
6065,0.452,1.356
6066,0.505,1.515
6067,0.546,1.638
6068,0.446,1.338
6069,0.248,0.744
6070,0.137,0.411
6071,0.211,0.633
6072,0.182,0.546
6073,0.091,0.273
6074,0.159,0.477
6075,0.23,0.69
6076,0.25,0.75
6077,0.186,0.558
6078,0.341,1.023
6079,0.273,0.819
6080,0.308,0.924
6081,0.447,1.341
6082,0.439,1.317
6083,0.266,0.798
6084,0.566,1.698
6085,0.307,0.921
6086,0.295,0.885
6087,0.77,2.31
6088,0.249,0.747
6089,0.591,1.773
6090,0.589,1.767
6091,0.561,1.683
6092,0.628,1.884
6093,1.152,3.456
6094,0.353,1.059
6095,0.098,0.294
6096,0.152,0.456
6097,0.116,0.348
6098,0.143,0.429
6099,0.195,0.585
6100,0.118,0.354
6101,0.312,0.936
6102,0.271,0.813
6103,0.27,0.81
6104,0.241,0.723
6105,0.24,0.72
6106,0.357,1.071
6107,0.334,1.002
6108,0.364,1.092
6109,0.255,0.765
6110,0.259,0.777
6111,0.687,2.061
6112,1.053,3.159
6113,0.48,1.44
6114,0.204,0.612
6115,0.241,0.723
6116,0.315,0.945
6117,0.228,0.684
6118,0.192,0.576
6119,0.141,0.423
6120,0.139,0.417
6121,0.138,0.414
6122,0.178,0.534
6123,0.142,0.426
6124,0.167,0.501
6125,0.605,1.815
6126,0.441,1.323
6127,0.331,0.993
6128,0.249,0.747
6129,0.237,0.711
6130,0.14,0.42
6131,0.142,0.426
6132,0.155,0.465
6133,0.152,0.456
6134,0.151,0.453
6135,0.161,0.483
6136,0.429,1.287
6137,0.299,0.897
6138,0.33,0.99
6139,0.387,1.161
6140,0.279,0.837
6141,0.14,0.42
6142,0.099,0.297
6143,0.112,0.336
6144,0.109,0.327
6145,0.099,0.297
6146,0.13,0.39
6147,0.128,0.384
6148,0.127,0.381
6149,0.157,0.471
6150,0.264,0.792
6151,0.342,1.026
6152,0.262,0.786
6153,0.256,0.768
6154,0.168,0.504
6155,0.444,1.332
6156,0.232,0.696
6157,0.231,0.693
6158,0.25,0.75
6159,0.482,1.446
6160,0.856,2.568
6161,0.692,2.076
6162,0.681,2.043
6163,0.534,1.602
6164,0.458,1.374
6165,0.408,1.224
6166,0.136,0.408
6167,0.119,0.357
6168,0.098,0.294
6169,0.099,0.297
6170,0.11,0.33
6171,0.11,0.33
6172,0.112,0.336
6173,1.135,3.405
6174,0.562,1.686
6175,0.344,1.032
6176,0.244,0.732
6177,0.254,0.762
6178,0.465,1.395
6179,0.235,0.705
6180,0.145,0.435
6181,0.146,0.438
6182,0.213,0.639
6183,0.321,0.963
6184,0.431,1.293
6185,0.328,0.984
6186,0.448,1.344
6187,0.31,0.93
6188,0.441,1.323
6189,0.367,1.101
6190,0.358,1.074
6191,0.139,0.417
6192,0.144,0.432
6193,0.132,0.396
6194,0.143,0.429
6195,0.24,0.72
6196,0.169,0.507
6197,0.193,0.579
6198,0.357,1.071
6199,0.275,0.825
6200,0.327,0.981
6201,0.282,0.846
6202,0.338,1.014
6203,0.398,1.194
6204,0.341,1.023
6205,0.338,1.014
6206,0.328,0.984
6207,0.503,1.509
6208,0.33,0.99
6209,0.409,1.227
6210,0.508,1.524
6211,0.538,1.614
6212,0.706,2.118
6213,0.588,1.764
6214,0.384,1.152
6215,0.257,0.771
6216,0.194,0.582
6217,0.184,0.552
6218,0.176,0.528
6219,0.171,0.513
6220,0.164,0.492
6221,0.171,0.513
6222,0.205,0.615
6223,0.172,0.516
6224,0.371,1.113
6225,0.434,1.302
6226,1.009,3.027
6227,0.645,1.935
6228,0.668,2.004
6229,2.3449999,5.098245127
6230,1.653,4.959
6231,0.374,1.122
6232,0.34,1.02
6233,0.604,1.812
6234,0.628,1.884
6235,0.511,1.533
6236,0.487,1.461
6237,0.213,0.639
6238,0.154,0.462
6239,0.137,0.411
6240,0.137,0.411
6241,0.137,0.411
6242,0.145,0.435
6243,0.172,0.516
6244,0.132,0.396
6245,0.209,0.627
6246,0.139,0.417
6247,0.321,0.963
6248,0.307,0.921
6249,0.18,0.54
6250,0.144,0.432
6251,0.148,0.444
6252,0.152,0.456
6253,0.146,0.438
6254,1.096,3.288
6255,0.944,2.832
6256,0.468,1.404
6257,0.475,1.425
6258,0.568,1.704
6259,0.692,2.076
6260,0.494,1.482
6261,0.404,1.212
6262,0.109,0.327
6263,0.122,0.366
6264,0.106,0.318
6265,0.122,0.366
6266,0.117,0.351
6267,0.143,0.429
6268,0.108,0.324
6269,0.132,0.396
6270,0.107,0.321
6271,0.222,0.666
6272,0.17,0.51
6273,0.201,0.603
6274,0.142,0.426
6275,0.136,0.408
6276,0.155,0.465
6277,0.305,0.915
6278,0.303,0.909
6279,0.253,0.759
6280,0.799,2.397
6281,0.559,1.677
6282,0.462,1.386
6283,0.432,1.296
6284,0.135,0.405
6285,0.111,0.333
6286,0.103,0.309
6287,0.098,0.294
6288,0.115,0.345
6289,0.101,0.303
6290,0.133,0.399
6291,0.107,0.321
6292,0.164,0.492
6293,0.16,0.48
6294,0.335,1.005
6295,0.288,0.864
6296,0.244,0.732
6297,0.228,0.684
6298,0.146,0.438
6299,0.152,0.456
6300,0.237,0.711
6301,0.333,0.999
6302,0.246,0.738
6303,0.196,0.588
6304,0.18,0.54
6305,0.221,0.663
6306,0.487,1.461
6307,0.665,1.995
6308,0.504,1.512
6309,0.35,1.05
6310,0.147,0.441
6311,0.137,0.411
6312,0.139,0.417
6313,0.135,0.405
6314,0.13,0.39
6315,0.173,0.519
6316,0.174,0.522
6317,0.245,0.735
6318,0.328,0.984
6319,0.122,0.366
6320,0.153,0.459
6321,0.33,0.99
6322,0.214,0.642
6323,0.129,0.387
6324,0.912,2.736
6325,0.248,0.744
6326,0.236,0.708
6327,0.231,0.693
6328,0.234,0.702
6329,0.375,1.125
6330,1.635,4.905
6331,0.658,1.974
6332,0.468,1.404
6333,0.2,0.6
6334,0.126,0.378
6335,0.127,0.381
6336,0.126,0.378
6337,0.127,0.381
6338,0.563,1.689
6339,0.438,1.314
6340,0.369,1.107
6341,0.317,0.951
6342,0.301,0.903
6343,0.863,2.589
6344,0.329,0.987
6345,0.305,0.915
6346,0.175,0.525
6347,0.13,0.39
6348,0.203,0.609
6349,0.227,0.681
6350,0.376,1.128
6351,0.23,0.69
6352,0.311,0.933
6353,0.539,1.617
6354,0.658,1.974
6355,0.474,1.422
6356,0.495,1.485
6357,0.371,1.113
6358,0.197,0.591
6359,0.159,0.477
6360,0.158,0.474
6361,0.156,0.468
6362,0.344,1.032
6363,0.173,0.519
6364,0.187,0.561
6365,0.192,0.576
6366,0.371,1.113
6367,0.272,0.816
6368,0.258,0.774
6369,0.329,0.987
6370,0.225,0.675
6371,0.328,0.984
6372,0.377,1.131
6373,0.225,0.675
6374,0.235,0.705
6375,0.361,1.083
6376,0.334,1.002
6377,0.365,1.095
6378,0.544,1.632
6379,0.466,1.398
6380,0.46,1.38
6381,0.214,0.642
6382,0.122,0.366
6383,0.116,0.348
6384,0.122,0.366
6385,0.125,0.375
6386,0.649,1.947
6387,0.834,2.502
6388,0.417,1.251
6389,0.364,1.092
6390,0.979,2.937
6391,0.312,0.936
6392,0.229,0.687
6393,0.157,0.471
6394,0.124,0.372
6395,0.119,0.357
6396,0.139,0.417
6397,2.222,5.323761972
6398,1.549,4.647
6399,0.548,1.644
6400,0.316,0.948
6401,0.599,1.797
6402,0.418,1.254
6403,0.429,1.287
6404,0.402,1.206
6405,0.374,1.122
6406,0.131,0.393
6407,0.091,0.273
6408,0.096,0.288
6409,0.093,0.279
6410,0.145,0.435
6411,0.161,0.483
6412,0.366,1.098
6413,0.374,1.122
6414,0.208,0.624
6415,0.109,0.327
6416,0.116,0.348
6417,0.254,0.762
6418,0.204,0.612
6419,0.244,0.732
6420,0.325,0.975
6421,0.203,0.609
6422,0.403,1.209
6423,0.942,2.826
6424,1.16,3.48
6425,0.466,1.398
6426,0.621,1.863
6427,0.467,1.401
6428,0.291,0.873
6429,0.095,0.285
6430,0.091,0.273
6431,0.09,0.27
6432,0.095,0.285
6433,0.092,0.276
6434,0.185,0.555
6435,0.16,0.48
6436,0.188,0.564
6437,0.184,0.552
6438,0.17,0.51
6439,0.304,0.912
6440,0.171,0.513
6441,0.3,0.9
6442,0.147,0.441
6443,0.127,0.381
6444,0.182,0.546
6445,0.215,0.645
6446,0.357,1.071
6447,0.467,1.401
6448,0.467,1.401
6449,0.44,1.32
6450,0.859,2.577
6451,0.419,1.257
6452,0.527,1.581
6453,0.196,0.588
6454,0.099,0.297
6455,0.088,0.264
6456,0.092,0.276
6457,0.095,0.285
6458,0.372,1.116
6459,0.091,0.273
6460,0.209,0.627
6461,0.239,0.717
6462,0.217,0.651
6463,0.226,0.678
6464,0.237,0.711
6465,0.321,0.963
6466,0.211,0.633
6467,0.147,0.441
6468,0.142,0.426
6469,0.136,0.408
6470,0.148,0.444
6471,0.231,0.693
6472,0.388,1.164
6473,0.315,0.945
6474,0.605,1.815
6475,0.651,1.953
6476,0.533,1.599
6477,0.441,1.323
6478,0.266,0.798
6479,0.192,0.576
6480,0.19,0.57
6481,0.189,0.567
6482,0.231,0.693
6483,0.201,0.603
6484,0.188,0.564
6485,0.231,0.693
6486,0.317,0.951
6487,0.319,0.957
6488,0.419,1.257
6489,0.415,1.245
6490,0.295,0.885
6491,0.317,0.951
6492,0.294,0.882
6493,0.329,0.987
6494,0.331,0.993
6495,0.273,0.819
6496,1.9660001,5.039348957
6497,1.327,3.981
6498,0.492,1.476
6499,0.6,1.8
6500,0.551,1.653
6501,0.334,1.002
6502,0.141,0.423
6503,0.141,0.423
6504,0.147,0.441
6505,0.156,0.468
6506,0.184,0.552
6507,0.228,0.684
6508,0.186,0.558
6509,0.529,1.587
6510,0.743,2.229
6511,0.373,1.119
6512,0.248,0.744
6513,1.38,4.14
6514,0.601,1.803
6515,0.386,1.158
6516,0.339,1.017
6517,0.38,1.14
6518,0.406,1.218
6519,0.513,1.539
6520,0.496,1.488
6521,0.506,1.518
6522,0.696,2.088
6523,0.547,1.641
6524,0.532,1.596
6525,0.441,1.323
6526,0.132,0.396
6527,0.138,0.414
6528,0.148,0.444
6529,0.136,0.408
6530,0.363,1.089
6531,0.258,0.774
6532,0.252,0.756
6533,0.269,0.807
6534,0.336,1.008
6535,0.238,0.714
6536,0.205,0.615
6537,0.258,0.774
6538,0.711,2.133
6539,0.317,0.951
6540,0.247,0.741
6541,0.262,0.786
6542,0.455,1.365
6543,0.435,1.305
6544,0.91,2.73
6545,0.455,1.365
6546,0.582,1.746
6547,0.506,1.518
6548,0.772,2.316
6549,0.566,1.698
6550,1.004,3.012
6551,0.676,2.028
6552,1.723,5.182522337
6553,0.128,0.384
6554,0.095,0.285
6555,0.099,0.297
6556,0.155,0.465
6557,0.125,0.375
6558,1.47,4.41
6559,1.861,5.220363944
6560,1.528,4.584
6561,1.524,4.572
6562,2.8430001,5.030617388
6563,1.199,3.597
6564,0.473,1.419
6565,0.376,1.128
6566,0.415,1.245
6567,0.437,1.311
6568,1.115,3.345
6569,0.703,2.109
6570,0.57,1.71
6571,0.561,1.683
6572,0.22,0.66
6573,0.152,0.456
6574,0.182,0.546
6575,0.143,0.429
6576,0.154,0.462
6577,0.142,0.426
6578,0.28,0.84
6579,0.204,0.612
6580,0.207,0.621
6581,0.425,1.275
6582,0.227,0.681
6583,0.284,0.852
6584,0.267,0.801
6585,0.299,0.897
6586,0.446,1.338
6587,0.258,0.774
6588,0.289,0.867
6589,0.354,1.062
6590,0.254,0.762
6591,1.057,3.171
6592,1.683,5.049
6593,0.669,2.007
6594,0.968,2.904
6595,1.6639999,4.9919997
6596,0.45,1.35
6597,0.254,0.762
6598,0.195,0.585
6599,0.164,0.492
6600,0.152,0.456
6601,0.149,0.447
6602,0.147,0.441
6603,0.486,1.458
6604,0.271,0.813
6605,0.49,1.47
6606,0.292,0.876
6607,0.217,0.651
6608,0.276,0.828
6609,0.435,1.305
6610,0.225,0.675
6611,0.595,1.785
6612,0.316,0.948
6613,0.474,1.422
6614,0.308,0.924
6615,0.317,0.951
6616,0.524,1.572
6617,0.538,1.614
6618,0.506,1.518
6619,0.458,1.374
6620,0.338,1.014
6621,0.33,0.99
6622,0.208,0.624
6623,0.13,0.39
6624,0.126,0.378
6625,0.13,0.39
6626,0.13,0.39
6627,0.152,0.456
6628,0.25,0.75
6629,0.181,0.543
6630,0.344,1.032
6631,0.286,0.858
6632,0.278,0.834
6633,0.23,0.69
6634,0.352,1.056
6635,0.25,0.75
6636,0.416,1.248
6637,1.361,4.083
6638,0.256,0.768
6639,1.3,3.9
6640,0.417,1.251
6641,0.366,1.098
6642,0.391,1.173
6643,0.61,1.83
6644,0.365,1.095
6645,0.142,0.426
6646,0.134,0.402
6647,0.131,0.393
6648,0.132,0.396
6649,0.119,0.357
6650,0.147,0.441
6651,0.157,0.471
6652,0.136,0.408
6653,0.298,0.894
6654,0.155,0.465
6655,0.225,0.675
6656,0.377,1.131
6657,0.32,0.96
6658,0.416,1.248
6659,0.45,1.35
6660,0.319,0.957
6661,0.553,1.659
6662,0.778,2.334
6663,0.754,2.262
6664,0.496,1.488
6665,0.631,1.893
6666,0.531,1.593
6667,0.512,1.536
6668,0.492,1.476
6669,0.408,1.224
6670,0.238,0.714
6671,0.133,0.399
6672,0.132,0.396
6673,0.133,0.399
6674,0.186,0.558
6675,0.133,0.399
6676,0.365,1.095
6677,0.287,0.861
6678,0.152,0.456
6679,0.146,0.438
6680,0.15,0.45
6681,0.295,0.885
6682,0.193,0.579
6683,0.307,0.921
6684,0.259,0.777
6685,0.312,0.936
6686,0.343,1.029
6687,0.328,0.984
6688,0.604,1.812
6689,0.459,1.377
6690,0.509,1.527
6691,0.602,1.806
6692,0.436,1.308
6693,0.215,0.645
6694,0.141,0.423
6695,0.138,0.414
6696,0.127,0.381
6697,0.124,0.372
6698,0.13,0.39
6699,0.261,0.783
6700,0.257,0.771
6701,1.022,3.066
6702,0.675,2.025
6703,0.467,1.401
6704,0.351,1.053
6705,0.419,1.257
6706,0.356,1.068
6707,0.332,0.996
6708,1.016,3.048
6709,0.347,1.041
6710,0.322,0.966
6711,0.374,1.122
6712,0.19,0.57
6713,0.142,0.426
6714,0.477,1.431
6715,0.53,1.59
6716,2.816,5.16321091
6717,1.945,4.877790464
6718,1.374,4.122
6719,0.487,1.461
6720,0.197,0.591
6721,0.11,0.33
6722,0.106,0.318
6723,0.105,0.315
6724,0.103,0.309
6725,0.135,0.405
6726,0.153,0.459
6727,0.348,1.044
6728,0.787,2.361
6729,1.427,4.281
6730,3.611,4.97073351
6731,1.095,3.285
6732,0.31,0.93
6733,0.258,0.774
6734,0.234,0.702
6735,0.521,1.563
6736,1.982,4.87778792
6737,0.722,2.166
6738,0.637,1.911
6739,0.512,1.536
6740,0.505,1.515
6741,0.404,1.212
6742,0.181,0.543
6743,0.129,0.387
6744,0.126,0.378
6745,0.112,0.336
6746,0.116,0.348
6747,0.2,0.6
6748,0.202,0.606
6749,0.347,1.041
6750,0.4,1.2
6751,0.423,1.269
6752,0.347,1.041
6753,0.342,1.026
6754,0.358,1.074
6755,0.184,0.552
6756,0.276,0.828
6757,0.25,0.75
6758,0.435,1.305
6759,0.324,0.972
6760,0.656,1.968
6761,0.695,2.085
6762,0.56,1.68
6763,0.553,1.659
6764,0.3,0.9
6765,0.212,0.636
6766,0.134,0.402
6767,0.167,0.501
6768,0.123,0.369
6769,0.125,0.375
6770,0.123,0.369
6771,0.369,1.107
6772,0.313,0.939
6773,0.458,1.374
6774,0.327,0.981
6775,0.265,0.795
6776,0.282,0.846
6777,0.204,0.612
6778,0.386,1.158
6779,0.342,1.026
6780,0.314,0.942
6781,0.391,1.173
6782,0.371,1.113
6783,0.356,1.068
6784,0.475,1.425
6785,0.456,1.368
6786,0.288,0.864
6787,0.506,1.518
6788,0.573,1.719
6789,0.448,1.344
6790,0.18,0.54
6791,0.124,0.372
6792,0.124,0.372
6793,0.122,0.366
6794,0.118,0.354
6795,0.112,0.336
6796,0.141,0.423
6797,0.327,0.981
6798,0.546,1.638
6799,0.258,0.774
6800,0.744,2.232
6801,0.132,0.396
6802,0.262,0.786
6803,0.236,0.708
6804,0.401,1.203
6805,0.221,0.663
6806,0.353,1.059
6807,0.336,1.008
6808,0.753,2.259
6809,0.577,1.731
6810,0.584,1.752
6811,0.658,1.974
6812,0.594,1.782
6813,0.231,0.693
6814,0.13,0.39
6815,0.144,0.432
6816,0.137,0.411
6817,0.119,0.357
6818,0.107,0.321
6819,0.117,0.351
6820,0.624,1.872
6821,0.812,2.436
6822,0.349,1.047
6823,0.363,1.089
6824,0.357,1.071
6825,0.3,0.9
6826,1.191,3.573
6827,1.388,4.164
6828,0.937,2.811
6829,0.427,1.281
6830,0.283,0.849
6831,0.292,0.876
6832,1.183,3.549
6833,1.152,3.456
6834,0.69,2.07
6835,0.813,2.439
6836,0.568,1.704
6837,0.218,0.654
6838,0.106,0.318
6839,0.109,0.327
6840,0.107,0.321
6841,0.107,0.321
6842,0.136,0.408
6843,0.103,0.309
6844,0.713,2.139
6845,0.332,0.996
6846,0.411,1.233
6847,0.248,0.744
6848,0.174,0.522
6849,0.396,1.188
6850,0.299,0.897
6851,0.381,1.143
6852,0.384,1.152
6853,0.338,1.014
6854,0.294,0.882
6855,0.429,1.287
6856,0.519,1.557
6857,0.564,1.692
6858,0.578,1.734
6859,0.513,1.539
6860,0.545,1.635
6861,0.329,0.987
6862,0.238,0.714
6863,0.174,0.522
6864,0.154,0.462
6865,0.151,0.453
6866,0.127,0.381
6867,0.148,0.444
6868,0.642,1.926
6869,0.199,0.597
6870,0.227,0.681
6871,0.26,0.78
6872,0.442,1.326
6873,0.284,0.852
6874,0.33,0.99
6875,0.252,0.756
6876,0.403,1.209
6877,0.233,0.699
6878,0.253,0.759
6879,0.227,0.681
6880,0.526,1.578
6881,0.49,1.47
6882,0.579,1.737
6883,0.691,2.073
6884,0.514,1.542
6885,0.418,1.254
6886,0.126,0.378
6887,0.126,0.378
6888,0.12,0.36
6889,0.102,0.306
6890,0.126,0.378
6891,0.313,0.939
6892,0.631,1.893
6893,0.514,1.542
6894,0.869,2.607
6895,1.958,4.89956357
6896,1.937,4.966988332
6897,1.9530001,5.06223007
6898,3.067,4.86278025
6899,1.923,4.846066174
6900,0.639,1.917
6901,0.57,1.71
6902,0.702,2.106
6903,0.364,1.092
6904,0.998,2.994
6905,0.875,2.625
6906,0.786,2.358
6907,0.649,1.947
6908,0.57,1.71
6909,0.341,1.023
6910,0.206,0.618
6911,0.126,0.378
6912,0.126,0.378
6913,0.126,0.378
6914,0.108,0.324
6915,0.126,0.378
6916,0.279,0.837
6917,0.377,1.131
6918,1.097,3.291
6919,0.202,0.606
6920,0.316,0.948
6921,0.412,1.236
6922,0.276,0.828
6923,0.288,0.864
6924,0.371,1.113
6925,0.35,1.05
6926,0.232,0.696
6927,0.257,0.771
6928,1.314,3.942
6929,0.537,1.611
6930,0.583,1.749
6931,0.555,1.665
6932,0.44,1.32
6933,0.178,0.534
6934,0.147,0.441
6935,0.129,0.387
6936,0.121,0.363
6937,0.13,0.39
6938,0.141,0.423
6939,0.138,0.414
6940,0.346,1.038
6941,0.383,1.149
6942,0.454,1.362
6943,0.331,0.993
6944,0.259,0.777
6945,0.263,0.789
6946,0.333,0.999
6947,0.281,0.843
6948,0.386,1.158
6949,0.222,0.666
6950,0.377,1.131
6951,1.914,4.972272469
6952,0.792,2.376
6953,0.636,1.908
6954,0.631,1.893
6955,0.522,1.566
6956,0.567,1.701
6957,0.52,1.56
6958,0.269,0.807
6959,0.131,0.393
6960,0.135,0.405
6961,0.137,0.411
6962,0.143,0.429
6963,0.384,1.152
6964,0.318,0.954
6965,0.391,1.173
6966,0.333,0.999
6967,0.276,0.828
6968,0.378,1.134
6969,0.275,0.825
6970,0.331,0.993
6971,0.246,0.738
6972,0.304,0.912
6973,0.378,1.134
6974,0.244,0.732
6975,0.24,0.72
6976,1.905,5.010711745
6977,0.516,1.548
6978,0.657,1.971
6979,0.467,1.401
6980,0.225,0.675
6981,0.133,0.399
6982,0.133,0.399
6983,0.135,0.405
6984,0.133,0.399
6985,0.132,0.396
6986,0.13,0.39
6987,0.128,0.384
6988,0.4,1.2
6989,0.522,1.566
6990,0.629,1.887
6991,0.611,1.833
6992,0.407,1.221
6993,0.375,1.125
6994,0.231,0.693
6995,0.208,0.624
6996,0.28,0.84
6997,0.351,1.053
6998,0.281,0.843
6999,1.7149999,4.95776606
7000,1.085,3.255
7001,1.082,3.246
7002,0.818,2.454
7003,0.724,2.172
7004,0.886,2.658
7005,0.376,1.128
7006,0.196,0.588
7007,0.157,0.471
7008,0.16,0.48
7009,0.171,0.513
7010,0.18,0.54
7011,0.175,0.525
7012,0.47,1.41
7013,0.325,0.975
7014,0.645,1.935
7015,0.405,1.215
7016,0.273,0.819
7017,0.381,1.143
7018,0.311,0.933
7019,0.336,1.008
7020,0.469,1.407
7021,0.276,0.828
7022,0.253,0.759
7023,0.42,1.26
7024,0.408,1.224
7025,1.584,4.752
7026,0.494,1.482
7027,1.118,3.354
7028,0.416,1.248
7029,0.194,0.582
