time,original load,load
4495,0.399,1.197
4496,0.25,0.75
4497,0.353,1.059
4498,0.237,0.711
4499,0.248,0.744
4500,0.206,0.618
4501,0.37,1.11
4502,0.235,0.705
4503,0.563,1.689
4504,1.175,3.525
4505,0.234,0.702
4506,0.237,0.711
4507,0.255,0.765
4508,0.298,0.894
4509,0.256,0.768
4510,0.295,0.885
4511,0.158,0.474
4512,0.134,0.402
4513,0.127,0.381
4514,0.18,0.54
4515,0.134,0.402
4516,0.134,0.402
4517,0.451,1.353
4518,0.332,0.996
4519,0.221,0.663
4520,0.199,0.597
4521,0.299,0.897
4522,0.252,0.756
4523,0.238,0.714
4524,0.259,0.777
4525,0.222,0.666
4526,0.158,0.474
4527,0.298,0.894
4528,0.249,0.747
4529,0.266,0.798
4530,0.247,0.741
4531,0.399,1.197
4532,0.443,1.329
4533,0.399,1.197
4534,0.151,0.453
4535,0.17,0.51
4536,0.148,0.444
4537,0.129,0.387
4538,0.172,0.516
4539,0.128,0.384
4540,0.128,0.384
4541,0.143,0.429
4542,0.321,0.963
4543,0.214,0.642
4544,0.595,1.785
4545,2.436,4.958598407
4546,3.5629999,5.051292833
4547,1.018,3.054
4548,0.372,1.116
4549,0.491,1.473
4550,0.955,2.865
4551,1.034,3.102
4552,0.306,0.918
4553,0.314,0.942
4554,0.573,1.719
4555,0.825,2.475
4556,0.754,2.262
4557,0.539,1.617
4558,0.435,1.305
4559,0.122,0.366
4560,0.119,0.357
4561,0.14,0.42
4562,0.191,0.573
4563,0.375,1.125
4564,0.485,1.455
4565,0.347,1.041
4566,0.137,0.411
4567,0.318,0.954
4568,0.288,0.864
4569,0.809,2.427
4570,0.243,0.729
4571,0.254,0.762
4572,0.283,0.849
4573,0.238,0.714
4574,0.478,1.434
4575,0.324,0.972
4576,0.395,1.185
4577,0.318,0.954
4578,0.311,0.933
4579,0.285,0.855
4580,0.295,0.885
4581,0.239,0.717
4582,0.134,0.402
4583,0.129,0.387
4584,0.145,0.435
4585,0.129,0.387
4586,0.388,1.164
4587,0.131,0.393
4588,0.136,0.408
4589,0.148,0.444
4590,0.339,1.017
4591,0.278,0.834
4592,0.23,0.69
4593,0.226,0.678
4594,0.279,0.837
4595,0.232,0.696
4596,0.265,0.795
4597,0.261,0.783
4598,0.253,0.759
4599,0.536,1.608
4600,0.415,1.245
4601,0.37,1.11
4602,0.264,0.792
4603,0.49,1.47
4604,0.682,2.046
4605,0.147,0.441
4606,0.126,0.378
4607,0.144,0.432
4608,0.128,0.384
4609,0.126,0.378
4610,0.217,0.651
4611,0.148,0.444
4612,0.122,0.366
4613,0.238,0.714
4614,0.276,0.828
4615,0.153,0.459
4616,0.239,0.717
4617,0.237,0.711
4618,0.213,0.639
4619,0.307,0.921
4620,0.227,0.681
4621,0.24,0.72
4622,0.35,1.05
4623,0.236,0.708
4624,0.267,0.801
4625,0.433,1.299
4626,0.337,1.011
4627,1.712,4.870665917
4628,1.074,3.222
4629,0.275,0.825
4630,0.151,0.453
4631,0.153,0.459
4632,0.168,0.504
4633,0.158,0.474
4634,0.15,0.45
4635,0.24,0.72
4636,0.679,2.037
4637,0.394,1.182
4638,0.182,0.546
4639,0.192,0.576
4640,0.18,0.54
4641,0.163,0.489
4642,0.166,0.498
4643,0.205,0.615
4644,0.272,0.816
4645,0.272,0.816
4646,0.26,0.78
4647,0.329,0.987
4648,1.04,3.12
4649,0.429,1.287
4650,0.526,1.578
4651,0.521,1.563
4652,0.502,1.506
4653,0.289,0.867
4654,0.108,0.324
4655,0.112,0.336
4656,0.118,0.354
4657,0.108,0.324
4658,0.108,0.324
4659,0.14,0.42
4660,0.119,0.357
4661,0.255,0.765
4662,0.166,0.498
4663,0.113,0.339
4664,0.252,0.756
4665,0.245,0.735
4666,0.303,0.909
4667,0.145,0.435
4668,0.159,0.477
4669,0.195,0.585
4670,0.32,0.96
4671,0.259,0.777
4672,0.656,1.968
4673,0.46,1.38
4674,0.354,1.062
4675,0.313,0.939
4676,0.46,1.38
4677,0.326,0.978
4678,0.235,0.705
4679,0.127,0.381
4680,0.135,0.405
4681,0.159,0.477
4682,0.109,0.327
4683,0.164,0.492
4684,0.108,0.324
4685,0.265,0.795
4686,0.423,1.269
4687,0.308,0.924
4688,0.221,0.663
4689,0.191,0.573
4690,0.308,0.924
4691,0.234,0.702
4692,0.242,0.726
4693,0.259,0.777
4694,0.307,0.921
4695,0.142,0.426
4696,0.237,0.711
4697,1.284,3.852
4698,0.359,1.077
4699,0.372,1.116
4700,0.469,1.407
4701,0.321,0.963
4702,0.142,0.426
4703,0.132,0.396
4704,0.122,0.366
4705,0.118,0.354
4706,0.179,0.537
4707,0.128,0.384
4708,0.129,0.387
4709,0.128,0.384
4710,0.165,0.495
4711,0.407,1.221
4712,0.419,1.257
4713,0.826,2.478
4714,1.469,4.407
4715,2.034,4.851556879
4716,1.159,3.477
4717,0.561,1.683
4718,0.364,1.092
4719,0.363,1.089
4720,0.321,0.963
4721,0.413,1.239
4722,0.476,1.428
4723,0.478,1.434
4724,0.327,0.981
4725,0.335,1.005
4726,0.212,0.636
4727,0.116,0.348
4728,0.097,0.291
4729,0.096,0.288
4730,0.108,0.324
4731,0.091,0.273
4732,0.102,0.306
4733,0.21,0.63
4734,0.397,1.191
4735,0.108,0.324
4736,0.119,0.357
4737,0.101,0.303
4738,0.106,0.318
4739,0.297,0.891
4740,0.159,0.477
4741,0.339,1.017
4742,0.254,0.762
4743,0.394,1.182
4744,0.354,1.062
4745,0.298,0.894
4746,0.367,1.101
4747,0.327,0.981
4748,0.39,1.17
4749,0.182,0.546
4750,0.141,0.423
4751,0.129,0.387
4752,0.129,0.387
4753,0.145,0.435
4754,0.152,0.456
4755,0.294,0.882
4756,0.287,0.861
4757,0.282,0.846
4758,0.375,1.125
4759,0.147,0.441
4760,0.327,0.981
4761,0.241,0.723
4762,0.26,0.78
4763,0.237,0.711
4764,0.261,0.783
4765,0.275,0.825
4766,0.303,0.909
4767,0.305,0.915
4768,0.466,1.398
4769,0.361,1.083
4770,0.407,1.221
4771,0.475,1.425
4772,0.484,1.452
4773,0.226,0.678
4774,0.125,0.375
4775,0.111,0.333
4776,0.116,0.348
4777,0.121,0.363
4778,0.115,0.345
4779,0.115,0.345
4780,0.222,0.666
4781,0.432,1.296
4782,0.206,0.618
4783,0.231,0.693
4784,0.283,0.849
4785,0.278,0.834
4786,0.267,0.801
4787,0.275,0.825
4788,0.266,0.798
4789,0.364,1.092
4790,0.294,0.882
4791,0.231,0.693
4792,1.11,3.33
4793,1.287,3.861
4794,0.272,0.816
4795,0.528,1.584
4796,0.96,2.88
4797,0.516,1.548
4798,0.217,0.651
4799,0.186,0.558
4800,0.193,0.579
4801,0.215,0.645
4802,0.197,0.591
4803,0.224,0.672
4804,0.213,0.639
4805,0.213,0.639
4806,0.196,0.588
4807,0.268,0.804
4808,0.148,0.444
4809,0.149,0.447
4810,1.318,3.954
4811,0.375,1.125
4812,0.308,0.924
4813,0.286,0.858
4814,0.543,1.629
4815,0.282,0.846
4816,0.879,2.637
4817,0.735,2.205
4818,0.417,1.251
4819,0.437,1.311
4820,0.562,1.686
4821,0.481,1.443
4822,0.377,1.131
4823,0.143,0.429
4824,0.106,0.318
4825,0.11,0.33
4826,0.123,0.369
4827,0.108,0.324
4828,0.102,0.306
4829,0.212,0.636
4830,0.469,1.407
4831,0.235,0.705
4832,0.131,0.393
4833,0.11,0.33
4834,0.118,0.354
4835,0.129,0.387
4836,0.109,0.327
4837,0.155,0.465
4838,0.386,1.158
4839,0.274,0.822
4840,1.306,3.918
4841,0.312,0.936
4842,0.521,1.563
4843,1.318,3.954
4844,0.903,2.709
4845,0.533,1.599
4846,0.122,0.366
4847,0.11,0.33
4848,0.119,0.357
4849,0.103,0.309
4850,0.104,0.312
4851,0.117,0.351
4852,0.097,0.291
4853,0.111,0.333
4854,0.39,1.17
4855,0.287,0.861
4856,0.227,0.681
4857,0.382,1.146
4858,0.227,0.681
4859,0.26,0.78
4860,0.25,0.75
4861,0.231,0.693
4862,0.249,0.747
4863,0.23,0.69
4864,0.252,0.756
4865,0.355,1.065
4866,0.454,1.362
4867,0.34,1.02
4868,0.512,1.536
4869,0.485,1.455
4870,0.348,1.044
4871,0.111,0.333
4872,0.096,0.288
4873,0.102,0.306
4874,0.105,0.315
4875,0.095,0.285
4876,0.218,0.654
4877,0.286,0.858
4878,0.272,0.816
4879,0.37,1.11
4880,0.186,0.558
4881,0.86,2.58
4882,0.43,1.29
4883,0.519,1.557
4884,0.374,1.122
4885,0.244,0.732
4886,0.159,0.477
4887,0.212,0.636
4888,0.397,1.191
4889,0.241,0.723
4890,0.378,1.134
4891,0.697,2.091
4892,0.825,2.475
4893,0.673,2.019
4894,0.563,1.689
4895,0.141,0.423
4896,0.105,0.315
4897,0.12,0.36
4898,0.107,0.321
4899,0.115,0.345
4900,0.107,0.321
4901,0.11,0.33
4902,0.264,0.792
4903,0.122,0.366
4904,0.249,0.747
4905,0.353,1.059
4906,0.25,0.75
4907,0.334,1.002
4908,0.257,0.771
4909,0.26,0.78
4910,0.43,1.29
4911,0.767,2.301
4912,0.81,2.43
4913,0.316,0.948
4914,0.46,1.38
4915,0.389,1.167
4916,0.65,1.95
4917,0.702,2.106
4918,0.389,1.167
4919,0.197,0.591
4920,0.154,0.462
4921,0.154,0.462
4922,0.15,0.45
4923,0.149,0.447
4924,0.15,0.45
4925,0.173,0.519
4926,0.626,1.878
4927,0.321,0.963
4928,0.383,1.149
4929,0.28,0.84
4930,0.333,0.999
4931,0.394,1.182
4932,0.308,0.924
4933,0.28,0.84
4934,0.239,0.717
4935,0.218,0.654
4936,0.532,1.596
4937,0.334,1.002
4938,0.341,1.023
4939,0.358,1.074
4940,0.564,1.692
4941,0.428,1.284
4942,0.184,0.552
4943,0.205,0.615
4944,0.159,0.477
4945,0.202,0.606
4946,0.185,0.555
4947,0.155,0.465
4948,0.172,0.516
4949,0.188,0.564
4950,0.169,0.507
4951,0.279,0.837
4952,0.222,0.666
4953,0.464,1.392
4954,0.306,0.918
4955,0.317,0.951
4956,0.25,0.75
4957,0.316,0.948
4958,0.324,0.972
4959,0.427,1.281
4960,1.239,3.717
4961,0.347,1.041
4962,0.346,1.038
4963,0.403,1.209
4964,0.604,1.812
4965,0.434,1.302
4966,0.33,0.99
4967,0.173,0.519
4968,0.155,0.465
4969,0.11,0.33
4970,0.133,0.399
4971,0.124,0.372
4972,0.169,0.507
4973,0.234,0.702
4974,0.205,0.615
4975,0.205,0.615
4976,0.348,1.044
4977,0.472,1.416
4978,0.64,1.92
4979,0.894,2.682
4980,0.682,2.046
4981,0.491,1.473
4982,0.476,1.428
4983,0.881,2.643
4984,0.76,2.28
4985,0.589,1.767
4986,0.533,1.599
4987,0.656,1.968
4988,1.029,3.087
4989,0.506,1.518
4990,0.209,0.627
4991,0.181,0.543
4992,0.197,0.591
4993,0.236,0.708
4994,0.203,0.609
4995,0.206,0.618
4996,0.168,0.504
4997,0.188,0.564
4998,0.28,0.84
4999,0.41,1.23
5000,0.324,0.972
5001,0.26,0.78
5002,0.239,0.717
5003,0.136,0.408
5004,0.167,0.501
5005,0.144,0.432
5006,0.159,0.477
5007,0.229,0.687
5008,0.314,0.942
5009,0.464,1.392
5010,0.378,1.134
5011,0.658,1.974
5012,0.613,1.839
5013,0.92,2.76
5014,0.595,1.785
5015,0.281,0.843
5016,0.211,0.633
5017,0.16,0.48
5018,0.157,0.471
5019,0.115,0.345
5020,0.113,0.339
5021,0.118,0.354
5022,0.177,0.531
5023,0.14,0.42
5024,0.124,0.372
5025,0.405,1.215
5026,0.293,0.879
5027,0.36,1.08
5028,0.326,0.978
5029,0.365,1.095
5030,0.274,0.822
5031,0.274,0.822
5032,0.359,1.077
5033,0.447,1.341
5034,0.399,1.197
5035,0.41,1.23
5036,0.815,2.445
5037,0.568,1.704
5038,0.379,1.137
5039,0.163,0.489
5040,0.155,0.465
5041,0.158,0.474
5042,0.151,0.453
5043,0.204,0.612
5044,0.195,0.585
5045,0.172,0.516
5046,0.184,0.552
5047,0.284,0.852
5048,0.237,0.711
5049,0.172,0.516
5050,1.717,5.094369035
5051,4.525,5.129148967
5052,2.329,4.939643084
5053,0.487,1.461
5054,0.485,1.455
5055,0.243,0.729
5056,0.262,0.786
5057,0.871,2.613
5058,1.443,4.329
5059,0.417,1.251
5060,0.702,2.106
5061,0.568,1.704
5062,0.53,1.59
5063,0.363,1.089
5064,0.125,0.375
5065,0.105,0.315
5066,0.097,0.291
5067,0.098,0.294
5068,0.194,0.582
5069,0.201,0.603
5070,0.324,0.972
5071,0.203,0.609
5072,0.191,0.573
5073,0.336,1.008
5074,0.271,0.813
5075,0.367,1.101
5076,0.333,0.999
5077,0.384,1.152
5078,0.282,0.846
5079,0.393,1.179
5080,1.969,4.845619229
5081,2.182,4.797821463
5082,0.34,1.02
5083,0.333,0.999
5084,0.766,2.298
5085,0.525,1.575
5086,0.191,0.573
5087,0.146,0.438
5088,0.145,0.435
5089,0.143,0.429
5090,0.117,0.351
5091,0.475,1.425
5092,0.551,1.653
5093,0.652,1.956
5094,0.467,1.401
5095,0.386,1.158
5096,0.569,1.707
5097,0.453,1.359
5098,0.449,1.347
5099,0.423,1.269
5100,0.402,1.206
5101,0.498,1.494
5102,0.393,1.179
5103,0.523,1.569
5104,0.75,2.25
5105,1.553,4.659
5106,0.583,1.749
5107,0.481,1.443
5108,0.542,1.626
5109,0.537,1.611
5110,0.557,1.671
5111,0.188,0.564
5112,0.163,0.489
5113,0.141,0.423
5114,0.154,0.462
5115,0.145,0.435
5116,0.141,0.423
5117,0.156,0.468
5118,0.362,1.086
5119,0.384,1.152
5120,0.274,0.822
5121,0.281,0.843
5122,0.392,1.176
5123,0.198,0.594
5124,0.156,0.468
5125,0.258,0.774
5126,0.899,2.697
5127,0.832,2.496
5128,0.23,0.69
5129,0.42,1.26
5130,0.431,1.293
5131,0.264,0.792
5132,0.338,1.014
5133,0.31,0.93
5134,0.252,0.756
5135,0.158,0.474
5136,0.157,0.471
5137,0.158,0.474
5138,0.176,0.528
5139,0.268,0.804
5140,0.191,0.573
5141,0.198,0.594
5142,0.318,0.954
5143,0.201,0.603
5144,0.242,0.726
5145,0.16,0.48
5146,0.161,0.483
5147,0.399,1.197
5148,0.246,0.738
5149,0.237,0.711
5150,0.256,0.768
5151,0.834,2.502
5152,1.032,3.096
5153,0.415,1.245
5154,0.351,1.053
5155,0.618,1.854
5156,0.462,1.386
5157,0.491,1.473
5158,0.515,1.545
5159,0.18,0.54
5160,0.131,0.393
5161,0.139,0.417
5162,0.133,0.399
5163,0.143,0.429
5164,0.141,0.423
5165,0.315,0.945
5166,0.152,0.456
5167,0.169,0.507
5168,0.27,0.81
5169,0.337,1.011
5170,0.3,0.9
5171,0.345,1.035
5172,0.451,1.353
5173,0.328,0.984
5174,0.462,1.386
5175,0.262,0.786
5176,0.556,1.668
5177,0.658,1.974
5178,0.297,0.891
5179,0.303,0.909
5180,0.4,1.2
5181,0.315,0.945
5182,0.128,0.384
5183,0.158,0.474
5184,0.173,0.519
5185,0.128,0.384
5186,0.23,0.69
5187,0.17,0.51
5188,0.149,0.447
5189,0.164,0.492
5190,0.372,1.116
5191,0.289,0.867
5192,0.25,0.75
5193,0.307,0.921
5194,0.279,0.837
5195,0.39,1.17
5196,0.285,0.855
5197,0.408,1.224
5198,0.263,0.789
5199,0.255,0.765
5200,0.262,0.786
5201,0.371,1.113
5202,0.758,2.274
5203,0.269,0.807
5204,0.302,0.906
5205,0.361,1.083
5206,0.146,0.438
5207,0.152,0.456
5208,0.153,0.459
5209,0.148,0.444
5210,0.154,0.462
5211,0.139,0.417
5212,0.187,0.561
5213,0.212,0.636
5214,0.2,0.6
5215,0.319,0.957
5216,0.244,0.732
5217,1.321,3.963
5218,2.574,4.990585585
5219,2.312,5.162425689
5220,1.722,5.034504867
5221,1.303,3.909
5222,0.346,1.038
5223,0.283,0.849
5224,0.915,2.745
5225,0.438,1.314
5226,0.318,0.954
5227,0.505,1.515
5228,0.336,1.008
5229,0.354,1.062
5230,0.22,0.66
5231,0.188,0.564
5232,0.152,0.456
5233,0.152,0.456
5234,0.157,0.471
5235,0.197,0.591
5236,0.186,0.558
5237,0.324,0.972
5238,0.18,0.54
5239,0.193,0.579
5240,0.21,0.63
5241,0.49,1.47
5242,0.35,1.05
5243,0.397,1.191
5244,0.397,1.191
5245,0.537,1.611
5246,0.368,1.104
5247,0.442,1.326
5248,1.373,4.119
5249,0.665,1.995
5250,0.454,1.362
5251,0.397,1.191
5252,0.455,1.365
5253,0.487,1.461
5254,0.265,0.795
5255,0.169,0.507
5256,0.179,0.537
5257,0.17,0.51
5258,0.176,0.528
5259,0.193,0.579
5260,0.206,0.618
5261,0.172,0.516
5262,0.347,1.041
5263,0.149,0.447
5264,0.345,1.035
5265,0.368,1.104
5266,0.266,0.798
5267,0.259,0.777
5268,0.378,1.134
5269,0.318,0.954
5270,0.248,0.744
5271,0.214,0.642
5272,0.737,2.211
5273,1.245,3.735
5274,0.648,1.944
5275,0.947,2.841
5276,0.723,2.169
5277,1.238,3.714
5278,0.637,1.911
5279,0.446,1.338
5280,0.636,1.908
5281,0.21,0.63
5282,0.212,0.636
5283,0.255,0.765
5284,0.287,0.861
5285,0.255,0.765
5286,0.344,1.032
5287,0.282,0.846
5288,0.379,1.137
5289,0.19,0.57
5290,0.13,0.39
5291,0.318,0.954
5292,0.251,0.753
5293,0.274,0.822
5294,0.204,0.612
5295,0.206,0.618
5296,0.215,0.645
5297,0.22,0.66
5298,0.579,1.737
5299,0.5,1.5
5300,0.719,2.157
5301,0.699,2.097
5302,0.368,1.104
5303,0.124,0.372
5304,0.179,0.537
5305,0.196,0.588
5306,0.226,0.678
5307,0.418,1.254
5308,0.385,1.155
5309,0.321,0.963
5310,0.379,1.137
5311,0.183,0.549
5312,0.256,0.768
5313,0.234,0.702
5314,0.41,1.23
5315,0.321,0.963
5316,0.322,0.966
5317,0.31,0.93
5318,0.296,0.888
5319,0.363,1.089
5320,0.412,1.236
5321,0.471,1.413
5322,0.288,0.864
5323,0.807,2.421
5324,1.026,3.078
5325,0.636,1.908
5326,0.376,1.128
5327,0.244,0.732
5328,0.205,0.615
5329,0.152,0.456
5330,0.177,0.531
5331,0.192,0.576
5332,0.455,1.365
5333,0.229,0.687
5334,0.197,0.591
5335,0.198,0.594
5336,0.221,0.663
5337,0.283,0.849
5338,0.389,1.167
5339,0.414,1.242
5340,0.3,0.9
5341,0.299,0.897
5342,0.304,0.912
5343,0.233,0.699
5344,0.246,0.738
5345,0.261,0.783
5346,0.158,0.474
5347,0.483,1.449
5348,0.835,2.505
5349,0.457,1.371
5350,0.347,1.041
5351,0.212,0.636
5352,0.113,0.339
5353,0.229,0.687
5354,0.133,0.399
5355,0.167,0.501
5356,0.276,0.828
5357,0.494,1.482
5358,0.27,0.81
5359,0.453,1.359
5360,0.306,0.918
5361,0.296,0.888
5362,0.291,0.873
5363,0.305,0.915
5364,0.238,0.714
5365,0.264,0.792
5366,0.284,0.852
5367,0.352,1.056
5368,1.234,3.702
5369,0.596,1.788
5370,0.364,1.092
5371,0.38,1.14
5372,0.346,1.038
5373,0.4,1.2
5374,0.415,1.245
5375,0.206,0.618
5376,0.109,0.327
5377,0.184,0.552
5378,0.102,0.306
5379,0.184,0.552
5380,0.118,0.354
5381,0.19,0.57
5382,0.194,0.582
5383,0.514,1.542
5384,0.343,1.029
5385,0.451,1.353
5386,0.387,1.161
5387,0.305,0.915
5388,0.305,0.915
5389,0.378,1.134
5390,0.362,1.086
5391,0.305,0.915
5392,0.305,0.915
5393,0.236,0.708
5394,0.344,1.032
5395,0.32,0.96
5396,0.39,1.17
5397,0.352,1.056
5398,0.289,0.867
5399,0.279,0.837
5400,0.215,0.645
5401,0.121,0.363
5402,0.204,0.612
5403,0.133,0.399
5404,0.176,0.528
5405,0.359,1.077
5406,0.241,0.723
5407,0.441,1.323
5408,0.341,1.023
5409,0.423,1.269
5410,0.25,0.75
5411,0.199,0.597
5412,0.148,0.444
5413,0.235,0.705
5414,0.388,1.164
5415,0.667,2.001
5416,0.449,1.347
5417,0.231,0.693
5418,0.3,0.9
5419,0.233,0.699
5420,0.522,1.566
5421,0.339,1.017
5422,0.311,0.933
5423,0.142,0.426
5424,0.167,0.501
5425,0.161,0.483
5426,0.186,0.558
5427,0.123,0.369
5428,0.205,0.615
5429,0.113,0.339
5430,0.326,0.978
5431,0.267,0.801
5432,0.393,1.179
5433,0.307,0.921
5434,0.222,0.666
5435,0.199,0.597
5436,0.282,0.846
5437,0.271,0.813
5438,0.223,0.669
5439,0.696,2.088
5440,0.67,2.01
5441,0.344,1.032
5442,0.47,1.41
5443,0.357,1.071
5444,0.517,1.551
5445,0.426,1.278
5446,0.315,0.945
5447,0.177,0.531
5448,0.163,0.489
5449,0.087,0.261
5450,0.15,0.45
5451,0.121,0.363
5452,0.26,0.78
5453,0.15,0.45
5454,0.102,0.306
5455,0.169,0.507
5456,0.515,1.545
5457,0.31,0.93
5458,0.217,0.651
5459,0.279,0.837
5460,0.353,1.059
5461,1.033,3.099
5462,0.385,1.155
5463,0.208,0.624
5464,0.369,1.107
5465,0.318,0.954
5466,0.283,0.849
5467,0.254,0.762
5468,0.411,1.233
5469,0.231,0.693
5470,0.144,0.432
5471,0.168,0.504
5472,0.144,0.432
5473,0.133,0.399
5474,0.171,0.513
5475,0.184,0.552
5476,0.135,0.405
5477,0.183,0.549
5478,0.312,0.936
5479,0.169,0.507
5480,0.295,0.885
5481,0.281,0.843
5482,0.288,0.864
5483,0.256,0.768
5484,0.202,0.606
5485,0.197,0.591
5486,0.975,2.925
5487,0.233,0.699
5488,0.382,1.146
5489,0.326,0.978
5490,0.322,0.966
5491,0.327,0.981
5492,0.359,1.077
5493,0.327,0.981
5494,0.129,0.387
5495,0.16,0.48
5496,0.167,0.501
5497,0.129,0.387
5498,0.196,0.588
5499,0.12,0.36
5500,0.183,0.549
5501,0.257,0.771
5502,0.195,0.585
5503,0.285,0.855
5504,0.302,0.906
5505,0.382,1.146
5506,0.3,0.9
5507,0.333,0.999
5508,0.228,0.684
5509,0.203,0.609
5510,0.362,1.086
5511,0.852,2.556
5512,0.359,1.077
5513,0.379,1.137
5514,0.32,0.96
5515,0.405,1.215
5516,0.355,1.065
5517,0.326,0.978
5518,0.42,1.26
5519,0.157,0.471
5520,0.226,0.678
5521,0.185,0.555
5522,0.194,0.582
5523,0.243,0.729
5524,0.129,0.387
5525,0.22,0.66
5526,0.22,0.66
5527,0.22,0.66
5528,0.313,0.939
5529,0.31,0.93
5530,0.313,0.939
5531,0.22,0.66
5532,0.246,0.738
5533,0.304,0.912
5534,0.47,1.41
5535,0.307,0.921
5536,0.307,0.921
5537,0.362,1.086
5538,0.371,1.113
5539,0.395,1.185
5540,0.467,1.401
5541,0.461,1.383
5542,0.37,1.11
5543,0.232,0.696
5544,0.197,0.591
5545,0.213,0.639
5546,0.221,0.663
5547,0.212,0.636
5548,0.184,0.552
5549,0.174,0.522
5550,0.176,0.528
5551,0.339,1.017
5552,0.208,0.624
5553,0.215,0.645
5554,0.282,0.846
5555,0.39,1.17
5556,0.312,0.936
5557,0.316,0.948
5558,0.315,0.945
5559,0.312,0.936
5560,0.225,0.675
5561,0.403,1.209
5562,0.307,0.921
5563,0.405,1.215
5564,0.362,1.086
5565,0.813,2.439
5566,0.417,1.251
5567,0.316,0.948
5568,0.249,0.747
5569,0.246,0.738
5570,0.241,0.723
5571,0.244,0.732
5572,0.238,0.714
5573,0.203,0.609
5574,0.206,0.618
5575,0.199,0.597
5576,0.403,1.209
5577,0.234,0.702
5578,0.282,0.846
5579,0.199,0.597
5580,0.207,0.621
5581,0.287,0.861
5582,0.31,0.93
5583,0.302,0.906
5584,0.478,1.434
5585,0.335,1.005
5586,0.357,1.071
5587,0.343,1.029
5588,0.359,1.077
5589,0.269,0.807
5590,0.239,0.717
5591,0.251,0.753
5592,0.24,0.72
5593,0.242,0.726
5594,0.232,0.696
5595,0.151,0.453
5596,0.192,0.576
5597,0.355,1.065
5598,0.216,0.648
5599,0.216,0.648
5600,0.344,1.032
5601,0.309,0.927
5602,0.213,0.639
5603,0.412,1.236
5604,0.506,1.518
5605,0.415,1.245
5606,0.581,1.743
5607,0.413,1.239
5608,0.439,1.317
5609,0.473,1.419
5610,0.332,0.996
5611,0.311,0.933
5612,0.265,0.795
5613,0.531,1.593
5614,0.152,0.456
5615,0.164,0.492
5616,0.142,0.426
5617,0.13,0.39
5618,0.15,0.45
5619,0.151,0.453
5620,0.155,0.465
5621,0.142,0.426
5622,0.138,0.414
5623,0.163,0.489
5624,0.307,0.921
5625,0.304,0.912
5626,0.217,0.651
5627,0.195,0.585
5628,0.305,0.915
5629,0.55,1.65
5630,0.494,1.482
5631,0.335,1.005
5632,0.238,0.714
5633,0.298,0.894
5634,0.269,0.807
5635,0.661,1.983
5636,0.409,1.227
5637,0.368,1.104
5638,0.144,0.432
5639,0.154,0.462
5640,0.15,0.45
5641,0.152,0.456
5642,0.135,0.405
5643,0.754,2.262
5644,0.388,1.164
5645,0.18,0.54
5646,0.149,0.447
5647,0.182,0.546
5648,0.56,1.68
5649,0.73,2.19
5650,0.48,1.44
5651,0.725,2.175
5652,0.932,2.796
5653,0.246,0.738
5654,0.811,2.433
5655,0.343,1.029
5656,0.539,1.617
5657,0.246,0.738
5658,0.393,1.179
5659,0.429,1.287
5660,0.407,1.221
5661,0.414,1.242
5662,0.264,0.792
5663,0.247,0.741
5664,0.189,0.567
5665,0.255,0.765
5666,0.176,0.528
5667,0.237,0.711
5668,0.221,0.663
5669,0.306,0.918
5670,0.492,1.476
5671,0.181,0.543
5672,0.137,0.411
5673,0.18,0.54
5674,0.367,1.101
5675,0.26,0.78
5676,0.295,0.885
5677,0.169,0.507
5678,0.206,0.618
5679,0.175,0.525
5680,0.84,2.52
5681,0.532,1.596
5682,0.549,1.647
5683,1.085,3.255
5684,1.137,3.411
5685,0.614,1.842
5686,0.122,0.366
5687,0.114,0.342
5688,0.132,0.396
5689,0.128,0.384
5690,0.128,0.384
5691,0.117,0.351
5692,0.127,0.381
5693,0.135,0.405
5694,0.318,0.954
5695,0.112,0.336
5696,0.17,0.51
5697,0.137,0.411
5698,1.401,4.203
5699,0.349,1.047
5700,0.235,0.705
5701,0.417,1.251
5702,0.283,0.849
5703,0.368,1.104
5704,0.349,1.047
5705,0.462,1.386
5706,0.481,1.443
5707,0.497,1.491
5708,0.892,2.676
5709,0.833,2.499
5710,1.416,4.248
5711,0.732,2.196
5712,0.161,0.483
5713,0.144,0.432
5714,0.147,0.441
5715,0.141,0.423
5716,0.138,0.414
5717,0.144,0.432
5718,0.153,0.459
5719,0.2,0.6
5720,1.283,3.849
5721,2.6169999,5.080316226
5722,2.327,5.169835384
5723,1.315,3.945
5724,0.407,1.221
5725,0.376,1.128
5726,0.401,1.203
5727,0.305,0.915
5728,0.268,0.804
5729,0.588,1.764
5730,0.826,2.478
5731,0.429,1.287
5732,0.489,1.467
5733,0.212,0.636
5734,0.202,0.606
5735,0.146,0.438
5736,0.157,0.471
5737,0.145,0.435
5738,0.139,0.417
5739,0.131,0.393
5740,0.139,0.417
5741,1.087,3.261
5742,0.271,0.813
5743,0.485,1.455
5744,0.332,0.996
5745,0.344,1.032
5746,0.334,1.002
5747,0.281,0.843
5748,0.446,1.338
5749,0.32,0.96
5750,0.378,1.134
5751,0.831,2.493
5752,0.752,2.256
5753,0.624,1.872
5754,0.591,1.773
5755,0.636,1.908
5756,0.648,1.944
5757,0.535,1.605
5758,0.24,0.72
5759,0.139,0.417
5760,0.137,0.411
5761,0.119,0.357
5762,0.123,0.369
5763,0.121,0.363
